# time,glucose,G6P,F6P,FdP,GAP,PEP,PYR,6PG,G1P
0.01,1.72,3.52,0.6,0.27,0.22,2.63,2.72,0.81,0.65
0.02,1.72,3.56,0.61,0.27,0.22,2.59,2.76,0.81,0.65
0.03,1.72,3.6,0.62,0.27,0.22,2.55,2.81,0.81,0.65
0.04,1.72,3.63,0.62,0.27,0.22,2.52,2.85,0.81,0.65
0.05,1.72,3.67,0.63,0.27,0.22,2.5,2.89,0.81,0.65
0.06,1.72,3.7,0.63,0.27,0.22,2.48,2.92,0.81,0.65
0.07,1.72,3.72,0.64,0.28,0.22,2.46,2.96,0.81,0.65
0.08,1.72,3.75,0.64,0.28,0.22,2.44,2.99,0.81,0.65
0.09,1.72,3.78,0.65,0.28,0.22,2.43,3.02,0.81,0.66
0.1,1.72,3.8,0.65,0.28,0.22,2.41,3.05,0.81,0.66
0.11,1.72,3.82,0.66,0.28,0.22,2.4,3.08,0.81,0.66
0.12,1.72,3.84,0.66,0.28,0.22,2.39,3.1,0.81,0.66
0.13,1.72,3.87,0.66,0.28,0.22,2.37,3.13,0.81,0.66
0.14,1.72,3.88,0.67,0.28,0.22,2.36,3.15,0.81,0.66
0.15,1.72,3.9,0.67,0.29,0.22,2.35,3.18,0.81,0.66
0.16,1.72,3.92,0.67,0.29,0.22,2.34,3.2,0.81,0.66
0.17,1.72,3.94,0.68,0.29,0.22,2.33,3.22,0.81,0.66
0.18,1.72,3.96,0.68,0.29,0.22,2.32,3.24,0.81,0.66
0.19,1.72,3.97,0.68,0.29,0.22,2.31,3.26,0.81,0.66
0.2,1.72,3.99,0.68,0.29,0.22,2.3,3.28,0.81,0.66
0.21,1.72,4,0.69,0.3,0.22,2.3,3.3,0.81,0.66
0.22,1.72,4.02,0.69,0.3,0.22,2.29,3.32,0.81,0.66
0.23,1.71,4.03,0.69,0.3,0.22,2.28,3.34,0.81,0.67
0.24,1.71,4.04,0.69,0.3,0.22,2.27,3.36,0.81,0.67
0.25,1.71,4.06,0.7,0.3,0.22,2.26,3.37,0.81,0.67
0.26,1.71,4.07,0.7,0.31,0.22,2.25,3.39,0.81,0.67
0.27,1.71,4.08,0.7,0.31,0.22,2.25,3.41,0.81,0.67
0.28,1.71,4.09,0.7,0.31,0.22,2.24,3.42,0.81,0.67
0.29,1.71,4.1,0.7,0.31,0.22,2.23,3.44,0.81,0.67
0.3,1.71,4.11,0.71,0.32,0.22,2.22,3.45,0.81,0.67
0.31,1.71,4.12,0.71,0.32,0.22,2.22,3.47,0.81,0.67
0.32,1.71,4.13,0.71,0.32,0.22,2.21,3.48,0.81,0.67
0.33,1.71,4.14,0.71,0.32,0.22,2.2,3.5,0.81,0.67
0.34,1.71,4.15,0.71,0.33,0.22,2.2,3.51,0.81,0.68
0.35,1.71,4.16,0.71,0.33,0.22,2.19,3.52,0.81,0.68
0.36,1.71,4.17,0.71,0.33,0.22,2.19,3.54,0.81,0.68
0.37,1.71,4.18,0.72,0.33,0.22,2.18,3.55,0.81,0.68
0.38,1.71,4.18,0.72,0.34,0.23,2.17,3.56,0.81,0.68
0.39,1.71,4.19,0.72,0.34,0.23,2.17,3.57,0.81,0.68
0.4,1.71,4.2,0.72,0.34,0.23,2.16,3.58,0.81,0.68
0.41,1.71,4.21,0.72,0.35,0.23,2.16,3.6,0.81,0.68
0.42,1.71,4.21,0.72,0.35,0.23,2.15,3.61,0.81,0.68
0.43,1.71,4.22,0.72,0.35,0.23,2.15,3.62,0.81,0.68
0.44,1.71,4.23,0.72,0.35,0.23,2.14,3.63,0.81,0.69
0.45,1.71,4.23,0.73,0.36,0.23,2.13,3.64,0.81,0.69
0.46,1.71,4.24,0.73,0.36,0.23,2.13,3.65,0.81,0.69
0.47,1.71,4.25,0.73,0.36,0.23,2.12,3.66,0.81,0.69
0.48,1.71,4.25,0.73,0.37,0.23,2.12,3.67,0.81,0.69
0.49,1.71,4.26,0.73,0.37,0.23,2.11,3.68,0.81,0.69
0.5,1.71,4.26,0.73,0.37,0.23,2.11,3.69,0.81,0.69
0.51,1.71,4.27,0.73,0.37,0.23,2.11,3.7,0.81,0.69
0.52,1.71,4.27,0.73,0.38,0.23,2.1,3.71,0.81,0.69
0.53,1.71,4.28,0.73,0.38,0.23,2.1,3.72,0.81,0.69
0.54,1.71,4.28,0.73,0.38,0.23,2.09,3.73,0.82,0.7
0.55,1.71,4.29,0.74,0.39,0.24,2.09,3.74,0.82,0.7
0.56,1.71,4.29,0.74,0.39,0.24,2.08,3.74,0.82,0.7
0.57,1.71,4.3,0.74,0.39,0.24,2.08,3.75,0.82,0.7
0.58,1.71,4.3,0.74,0.4,0.24,2.08,3.76,0.82,0.7
0.59,1.71,4.31,0.74,0.4,0.24,2.07,3.77,0.82,0.7
0.6,1.71,4.31,0.74,0.4,0.24,2.07,3.78,0.82,0.7
0.61,1.71,4.31,0.74,0.41,0.24,2.07,3.78,0.82,0.7
0.62,1.71,4.32,0.74,0.41,0.24,2.06,3.79,0.82,0.7
0.63,1.71,4.32,0.74,0.41,0.24,2.06,3.8,0.82,0.7
0.64,1.71,4.33,0.74,0.41,0.24,2.05,3.81,0.82,0.7
0.65,1.71,4.33,0.74,0.42,0.24,2.05,3.81,0.82,0.71
0.66,1.71,4.33,0.74,0.42,0.24,2.05,3.82,0.82,0.71
0.67,1.71,4.34,0.74,0.42,0.24,2.04,3.83,0.82,0.71
0.68,1.7,4.34,0.74,0.43,0.24,2.04,3.84,0.82,0.71
0.69,1.7,4.34,0.74,0.43,0.24,2.04,3.84,0.82,0.71
0.7,1.7,4.35,0.74,0.43,0.24,2.04,3.85,0.82,0.71
0.71,1.7,4.35,0.75,0.43,0.25,2.03,3.86,0.82,0.71
0.72,1.7,4.35,0.75,0.44,0.25,2.03,3.86,0.82,0.71
0.73,1.7,4.35,0.75,0.44,0.25,2.03,3.87,0.82,0.71
0.74,1.7,4.36,0.75,0.44,0.25,2.02,3.87,0.82,0.71
0.75,1.7,4.36,0.75,0.45,0.25,2.02,3.88,0.82,0.71
0.76,1.7,4.36,0.75,0.45,0.25,2.02,3.89,0.82,0.72
0.77,1.7,4.37,0.75,0.45,0.25,2.02,3.89,0.82,0.72
0.78,1.7,4.37,0.75,0.45,0.25,2.01,3.9,0.82,0.72
0.79,1.7,4.37,0.75,0.46,0.25,2.01,3.9,0.82,0.72
0.8,1.7,4.37,0.75,0.46,0.25,2.01,3.91,0.82,0.72
0.81,1.7,4.38,0.75,0.46,0.25,2.01,3.92,0.82,0.72
0.82,1.7,4.38,0.75,0.47,0.25,2,3.92,0.82,0.72
0.83,1.7,4.38,0.75,0.47,0.25,2,3.93,0.82,0.72
0.84,1.7,4.38,0.75,0.47,0.25,2,3.93,0.82,0.72
0.85,1.7,4.39,0.75,0.47,0.25,2,3.94,0.82,0.72
0.86,1.7,4.39,0.75,0.48,0.25,2,3.94,0.82,0.72
0.87,1.7,4.39,0.75,0.48,0.25,1.99,3.95,0.82,0.72
0.88,1.7,4.39,0.75,0.48,0.25,1.99,3.95,0.82,0.72
0.89,1.7,4.39,0.75,0.48,0.25,1.99,3.96,0.82,0.73
0.9,1.7,4.4,0.75,0.49,0.26,1.99,3.96,0.82,0.73
0.91,1.7,4.4,0.75,0.49,0.26,1.99,3.97,0.82,0.73
0.92,1.7,4.4,0.75,0.49,0.26,1.99,3.97,0.82,0.73
0.93,1.7,4.4,0.75,0.49,0.26,1.98,3.98,0.82,0.73
0.94,1.7,4.4,0.76,0.5,0.26,1.98,3.98,0.82,0.73
0.95,1.7,4.41,0.76,0.5,0.26,1.98,3.99,0.82,0.73
0.96,1.7,4.41,0.76,0.5,0.26,1.98,3.99,0.82,0.73
0.97,1.7,4.41,0.76,0.5,0.26,1.98,4,0.82,0.73
0.98,1.7,4.41,0.76,0.51,0.26,1.98,4,0.82,0.73
0.99,1.7,4.41,0.76,0.51,0.26,1.98,4,0.82,0.73
1,1.7,4.42,0.76,0.51,0.26,1.97,4.01,0.82,0.73
1.1,1.7,4.43,0.76,0.53,0.26,1.96,4.05,0.83,0.74
1.2,1.7,4.45,0.76,0.55,0.27,1.96,4.08,0.83,0.75
1.3,1.7,4.46,0.77,0.56,0.27,1.96,4.11,0.83,0.75
1.4,1.69,4.48,0.77,0.57,0.27,1.96,4.14,0.83,0.76
1.5,1.69,4.49,0.77,0.58,0.27,1.96,4.16,0.84,0.76
1.6,1.69,4.51,0.77,0.59,0.27,1.97,4.18,0.84,0.77
1.7,1.69,4.52,0.78,0.6,0.27,1.97,4.2,0.84,0.77
1.8,1.69,4.54,0.78,0.6,0.27,1.98,4.22,0.84,0.78
1.9,1.69,4.55,0.78,0.6,0.27,1.99,4.23,0.84,0.78
2,1.69,4.57,0.78,0.6,0.27,2.01,4.24,0.85,0.79
2.1,1.69,4.59,0.79,0.6,0.27,2.02,4.25,0.85,0.79
2.2,1.69,4.6,0.79,0.6,0.27,2.04,4.26,0.85,0.79
2.3,1.68,4.62,0.79,0.59,0.27,2.05,4.27,0.85,0.8
2.4,1.68,4.63,0.8,0.59,0.27,2.07,4.28,0.86,0.8
2.5,1.68,4.65,0.8,0.58,0.26,2.08,4.28,0.86,0.81
2.6,1.68,4.67,0.8,0.58,0.26,2.1,4.29,0.86,0.81
2.7,1.68,4.68,0.8,0.57,0.26,2.12,4.29,0.86,0.81
2.8,1.68,4.7,0.81,0.56,0.26,2.13,4.3,0.86,0.82
2.9,1.68,4.72,0.81,0.56,0.26,2.15,4.3,0.87,0.82
3,1.68,4.73,0.81,0.55,0.26,2.17,4.3,0.87,0.83
3.1,1.68,4.75,0.82,0.54,0.25,2.18,4.3,0.87,0.83
3.2,1.67,4.77,0.82,0.54,0.25,2.2,4.3,0.87,0.83
3.3,1.67,4.78,0.82,0.53,0.25,2.22,4.3,0.88,0.84
3.4,1.67,4.8,0.82,0.52,0.25,2.24,4.3,0.88,0.84
3.5,1.67,4.82,0.83,0.51,0.25,2.25,4.3,0.88,0.84
3.6,1.67,4.83,0.83,0.51,0.25,2.27,4.3,0.88,0.85
3.7,1.67,4.85,0.83,0.5,0.24,2.29,4.3,0.89,0.85
3.8,1.67,4.86,0.84,0.5,0.24,2.3,4.3,0.89,0.85
3.9,1.67,4.88,0.84,0.49,0.24,2.32,4.3,0.89,0.86
4,1.67,4.89,0.84,0.48,0.24,2.33,4.29,0.89,0.86
4.1,1.66,4.91,0.84,0.48,0.24,2.35,4.29,0.89,0.86
4.2,1.66,4.92,0.85,0.47,0.24,2.36,4.29,0.9,0.87
4.3,1.66,4.94,0.85,0.47,0.24,2.38,4.29,0.9,0.87
4.4,1.66,4.95,0.85,0.46,0.24,2.4,4.28,0.9,0.87
4.5,1.66,4.97,0.85,0.46,0.23,2.41,4.28,0.9,0.88
4.6,1.66,4.98,0.86,0.46,0.23,2.42,4.28,0.91,0.88
4.7,1.66,4.99,0.86,0.45,0.23,2.44,4.27,0.91,0.88
4.8,1.66,5.01,0.86,0.45,0.23,2.45,4.27,0.91,0.89
4.9,1.66,5.02,0.86,0.45,0.23,2.47,4.27,0.91,0.89
5,1.66,5.03,0.86,0.44,0.23,2.48,4.26,0.92,0.89
5.1,1.66,5.05,0.87,0.44,0.23,2.5,4.26,0.92,0.9
5.2,1.65,5.06,0.87,0.44,0.23,2.51,4.25,0.92,0.9
5.3,1.65,5.07,0.87,0.44,0.23,2.52,4.25,0.92,0.9
5.4,1.65,5.08,0.87,0.44,0.23,2.54,4.25,0.92,0.9
5.5,1.65,5.09,0.88,0.44,0.23,2.55,4.24,0.93,0.91
5.6,1.65,5.11,0.88,0.43,0.23,2.56,4.24,0.93,0.91
5.7,1.65,5.12,0.88,0.43,0.23,2.57,4.24,0.93,0.91
5.8,1.65,5.13,0.88,0.43,0.23,2.59,4.23,0.93,0.92
5.9,1.65,5.14,0.88,0.43,0.23,2.6,4.23,0.94,0.92
6,1.65,5.15,0.88,0.43,0.23,2.61,4.22,0.94,0.92
6.1,1.65,5.16,0.89,0.43,0.23,2.62,4.22,0.94,0.92
6.2,1.65,5.17,0.89,0.43,0.23,2.64,4.22,0.94,0.93
6.3,1.64,5.18,0.89,0.44,0.23,2.65,4.21,0.94,0.93
6.4,1.64,5.19,0.89,0.44,0.23,2.66,4.21,0.95,0.93
6.5,1.64,5.2,0.89,0.44,0.23,2.67,4.21,0.95,0.93
6.6,1.64,5.21,0.89,0.44,0.23,2.68,4.2,0.95,0.93
6.7,1.64,5.22,0.9,0.44,0.23,2.7,4.2,0.95,0.94
6.8,1.64,5.23,0.9,0.44,0.23,2.71,4.2,0.96,0.94
6.9,1.64,5.24,0.9,0.44,0.23,2.72,4.19,0.96,0.94
7,1.64,5.24,0.9,0.45,0.24,2.73,4.19,0.96,0.94
7.1,1.64,5.25,0.9,0.45,0.24,2.74,4.19,0.96,0.94
7.2,1.64,5.26,0.9,0.45,0.24,2.75,4.18,0.96,0.95
7.3,1.64,5.27,0.91,0.45,0.24,2.77,4.18,0.97,0.95
7.4,1.63,5.28,0.91,0.46,0.24,2.78,4.18,0.97,0.95
7.5,1.63,5.29,0.91,0.46,0.24,2.79,4.18,0.97,0.95
7.6,1.63,5.29,0.91,0.46,0.24,2.8,4.17,0.97,0.95
7.7,1.63,5.3,0.91,0.47,0.24,2.81,4.17,0.97,0.95
7.8,1.63,5.31,0.91,0.47,0.24,2.82,4.17,0.98,0.96
7.9,1.63,5.32,0.91,0.47,0.24,2.83,4.16,0.98,0.96
8,1.63,5.32,0.91,0.48,0.25,2.85,4.16,0.98,0.96
8.1,1.63,5.33,0.92,0.48,0.25,2.86,4.16,0.98,0.96
8.2,1.63,5.34,0.92,0.49,0.25,2.87,4.16,0.98,0.96
8.3,1.63,5.35,0.92,0.49,0.25,2.88,4.15,0.99,0.96
8.4,1.63,5.35,0.92,0.49,0.25,2.89,4.15,0.99,0.96
8.5,1.62,5.36,0.92,0.5,0.25,2.9,4.15,0.99,0.97
8.6,1.62,5.37,0.92,0.5,0.25,2.91,4.15,0.99,0.97
8.7,1.62,5.37,0.92,0.51,0.25,2.92,4.15,0.99,0.97
8.8,1.62,5.38,0.92,0.51,0.26,2.94,4.14,1,0.97
8.9,1.62,5.39,0.93,0.52,0.26,2.95,4.14,1,0.97
9,1.62,5.39,0.93,0.52,0.26,2.96,4.14,1,0.97
9.1,1.62,5.4,0.93,0.53,0.26,2.97,4.14,1,0.97
9.2,1.62,5.4,0.93,0.53,0.26,2.98,4.14,1,0.97
9.3,1.62,5.41,0.93,0.54,0.26,2.99,4.14,1.01,0.97
9.4,1.62,5.42,0.93,0.54,0.27,3,4.13,1.01,0.97
9.5,1.62,5.42,0.93,0.55,0.27,3.01,4.13,1.01,0.98
9.6,1.62,5.43,0.93,0.55,0.27,3.02,4.13,1.01,0.98
9.7,1.61,5.43,0.93,0.56,0.27,3.03,4.13,1.01,0.98
9.8,1.61,5.44,0.93,0.57,0.27,3.04,4.13,1.01,0.98
9.9,1.61,5.44,0.94,0.57,0.27,3.05,4.13,1.02,0.98
10,1.61,5.45,0.94,0.58,0.27,3.06,4.13,1.02,0.98
10.1,1.61,5.46,0.94,0.58,0.28,3.08,4.12,1.02,0.98
10.2,1.61,5.46,0.94,0.59,0.28,3.09,4.12,1.02,0.98
10.3,1.61,5.47,0.94,0.6,0.28,3.1,4.12,1.02,0.98
10.4,1.61,5.47,0.94,0.6,0.28,3.11,4.12,1.03,0.98
10.5,1.61,5.48,0.94,0.61,0.28,3.12,4.12,1.03,0.98
10.6,1.61,5.48,0.94,0.61,0.28,3.13,4.12,1.03,0.98
10.7,1.61,5.49,0.94,0.62,0.29,3.14,4.12,1.03,0.98
10.8,1.6,5.49,0.94,0.63,0.29,3.15,4.12,1.03,0.98
10.9,1.6,5.49,0.94,0.63,0.29,3.16,4.12,1.03,0.98
11,1.6,5.5,0.94,0.64,0.29,3.17,4.12,1.04,0.98
11.1,1.6,5.5,0.95,0.65,0.29,3.18,4.11,1.04,0.98
11.2,1.6,5.51,0.95,0.65,0.3,3.19,4.11,1.04,0.98
11.3,1.6,5.51,0.95,0.66,0.3,3.2,4.11,1.04,0.98
11.4,1.6,5.52,0.95,0.67,0.3,3.21,4.11,1.04,0.98
11.5,1.6,5.52,0.95,0.68,0.3,3.21,4.11,1.04,0.98
11.6,1.6,5.52,0.95,0.68,0.3,3.22,4.11,1.05,0.98
11.7,1.6,5.53,0.95,0.69,0.3,3.23,4.11,1.05,0.98
11.8,1.6,5.53,0.95,0.7,0.31,3.24,4.11,1.05,0.98
11.9,1.6,5.54,0.95,0.7,0.31,3.25,4.11,1.05,0.98
12,1.59,5.54,0.95,0.71,0.31,3.26,4.11,1.05,0.98
12.1,1.59,5.54,0.95,0.72,0.31,3.27,4.11,1.05,0.98
12.2,1.59,5.55,0.95,0.73,0.31,3.28,4.11,1.05,0.98
12.3,1.59,5.55,0.95,0.73,0.32,3.29,4.11,1.06,0.98
12.4,1.59,5.55,0.95,0.74,0.32,3.29,4.11,1.06,0.98
12.5,1.59,5.56,0.95,0.75,0.32,3.3,4.11,1.06,0.98
12.6,1.59,5.56,0.95,0.76,0.32,3.31,4.11,1.06,0.98
12.7,1.59,5.56,0.96,0.77,0.32,3.32,4.11,1.06,0.98
12.8,1.59,5.57,0.96,0.77,0.33,3.33,4.1,1.06,0.98
12.9,1.59,5.57,0.96,0.78,0.33,3.33,4.1,1.07,0.98
13,1.59,5.57,0.96,0.79,0.33,3.34,4.1,1.07,0.98
13.1,1.59,5.57,0.96,0.8,0.33,3.35,4.1,1.07,0.98
13.2,1.58,5.58,0.96,0.81,0.33,3.35,4.1,1.07,0.98
13.3,1.58,5.58,0.96,0.81,0.33,3.36,4.1,1.07,0.98
13.4,1.58,5.58,0.96,0.82,0.34,3.37,4.1,1.07,0.98
13.5,1.58,5.58,0.96,0.83,0.34,3.37,4.1,1.07,0.98
13.6,1.58,5.59,0.96,0.84,0.34,3.38,4.1,1.08,0.98
13.7,1.58,5.59,0.96,0.85,0.34,3.39,4.1,1.08,0.98
13.8,1.58,5.59,0.96,0.86,0.34,3.39,4.1,1.08,0.98
13.9,1.58,5.59,0.96,0.86,0.35,3.4,4.1,1.08,0.98
14,1.58,5.59,0.96,0.87,0.35,3.4,4.1,1.08,0.98
14.1,1.58,5.59,0.96,0.88,0.35,3.41,4.1,1.08,0.97
14.2,1.58,5.6,0.96,0.89,0.35,3.41,4.1,1.08,0.97
14.3,1.57,5.6,0.96,0.9,0.35,3.42,4.1,1.09,0.97
14.4,1.57,5.6,0.96,0.91,0.36,3.42,4.1,1.09,0.97
14.5,1.57,5.6,0.96,0.92,0.36,3.43,4.1,1.09,0.97
14.6,1.57,5.6,0.96,0.93,0.36,3.43,4.1,1.09,0.97
14.7,1.57,5.6,0.96,0.94,0.36,3.43,4.1,1.09,0.97
14.8,1.57,5.6,0.96,0.95,0.36,3.44,4.1,1.09,0.97
14.9,1.57,5.6,0.96,0.95,0.37,3.44,4.1,1.09,0.97
15,1.57,5.6,0.96,0.96,0.37,3.44,4.1,1.1,0.97
15.1,1.57,5.6,0.96,0.97,0.37,3.44,4.1,1.1,0.97
15.2,1.57,5.6,0.96,0.98,0.37,3.44,4.1,1.1,0.96
15.3,1.57,5.6,0.96,0.99,0.37,3.45,4.1,1.1,0.96
15.4,1.57,5.6,0.96,1,0.38,3.45,4.1,1.1,0.96
15.5,1.56,5.6,0.96,1.01,0.38,3.45,4.1,1.1,0.96
15.6,1.56,5.6,0.96,1.02,0.38,3.45,4.1,1.1,0.96
15.7,1.56,5.6,0.96,1.03,0.38,3.45,4.1,1.1,0.96
15.8,1.56,5.6,0.96,1.04,0.38,3.45,4.1,1.11,0.96
15.9,1.56,5.6,0.96,1.05,0.38,3.45,4.1,1.11,0.96
16,1.56,5.59,0.96,1.06,0.39,3.44,4.1,1.11,0.96
16.1,1.56,5.59,0.96,1.07,0.39,3.44,4.1,1.11,0.95
16.2,1.56,5.59,0.96,1.08,0.39,3.44,4.1,1.11,0.95
16.3,1.56,5.59,0.96,1.09,0.39,3.44,4.1,1.11,0.95
16.4,1.56,5.59,0.96,1.1,0.39,3.43,4.1,1.11,0.95
16.5,1.56,5.58,0.96,1.11,0.4,3.43,4.1,1.11,0.95
16.6,1.56,5.58,0.96,1.12,0.4,3.42,4.1,1.12,0.95
16.7,1.55,5.58,0.96,1.13,0.4,3.42,4.1,1.12,0.95
16.8,1.55,5.57,0.96,1.14,0.4,3.41,4.1,1.12,0.94
16.9,1.55,5.57,0.96,1.16,0.4,3.41,4.1,1.12,0.94
17,1.55,5.57,0.96,1.17,0.41,3.4,4.1,1.12,0.94
17.1,1.55,5.56,0.95,1.18,0.41,3.39,4.1,1.12,0.94
17.2,1.55,5.56,0.95,1.19,0.41,3.38,4.1,1.12,0.94
17.3,1.55,5.55,0.95,1.2,0.41,3.38,4.1,1.12,0.93
17.4,1.55,5.55,0.95,1.21,0.41,3.37,4.1,1.12,0.93
17.5,1.55,5.54,0.95,1.22,0.42,3.36,4.1,1.13,0.93
17.6,1.55,5.54,0.95,1.23,0.42,3.34,4.1,1.13,0.93
17.7,1.55,5.53,0.95,1.24,0.42,3.33,4.1,1.13,0.93
17.8,1.54,5.52,0.95,1.26,0.42,3.32,4.1,1.13,0.93
17.9,1.54,5.52,0.95,1.27,0.42,3.31,4.1,1.13,0.92
18,1.54,5.51,0.95,1.28,0.42,3.29,4.1,1.13,0.92
18.1,1.54,5.5,0.94,1.29,0.43,3.28,4.1,1.13,0.92
18.2,1.54,5.49,0.94,1.3,0.43,3.26,4.1,1.13,0.92
18.3,1.54,5.49,0.94,1.32,0.43,3.25,4.1,1.13,0.91
18.4,1.54,5.48,0.94,1.33,0.43,3.23,4.1,1.13,0.91
18.5,1.54,5.47,0.94,1.34,0.43,3.21,4.1,1.14,0.91
18.6,1.54,5.46,0.94,1.35,0.44,3.19,4.1,1.14,0.91
18.7,1.54,5.45,0.93,1.37,0.44,3.17,4.1,1.14,0.9
18.8,1.54,5.44,0.93,1.38,0.44,3.15,4.1,1.14,0.9
18.9,1.54,5.43,0.93,1.39,0.44,3.13,4.1,1.14,0.9
19,1.53,5.42,0.93,1.4,0.44,3.11,4.1,1.14,0.9
19.1,1.53,5.41,0.93,1.42,0.44,3.08,4.1,1.14,0.89
19.2,1.53,5.39,0.92,1.43,0.45,3.06,4.1,1.14,0.89
19.3,1.53,5.38,0.92,1.44,0.45,3.03,4.1,1.14,0.89
19.4,1.53,5.37,0.92,1.45,0.45,3.01,4.1,1.14,0.89
19.5,1.53,5.35,0.92,1.47,0.45,2.98,4.1,1.14,0.88
19.6,1.53,5.34,0.92,1.48,0.45,2.95,4.1,1.14,0.88
19.7,1.53,5.32,0.91,1.49,0.45,2.92,4.1,1.14,0.88
19.8,1.53,5.31,0.91,1.51,0.45,2.89,4.1,1.15,0.87
19.9,1.53,5.29,0.91,1.52,0.46,2.86,4.1,1.15,0.87
20,1.53,5.28,0.9,1.53,0.46,2.82,4.1,1.15,0.87
20.1,1.53,5.26,0.9,1.55,0.46,2.79,4.1,1.15,0.86
20.2,1.52,5.24,0.9,1.56,0.46,2.75,4.1,1.15,0.86
20.3,1.52,5.22,0.89,1.57,0.46,2.72,4.1,1.15,0.86
20.4,1.52,5.2,0.89,1.59,0.46,2.68,4.1,1.15,0.85
20.5,1.52,5.18,0.89,1.6,0.46,2.64,4.1,1.15,0.85
20.6,1.52,5.16,0.88,1.61,0.46,2.6,4.1,1.15,0.84
20.7,1.52,5.14,0.88,1.63,0.47,2.57,4.1,1.15,0.84
20.8,1.52,5.12,0.88,1.64,0.47,2.53,4.1,1.15,0.84
20.9,1.52,5.1,0.87,1.65,0.47,2.48,4.1,1.15,0.83
21,1.52,5.07,0.87,1.67,0.47,2.44,4.1,1.15,0.83
21.1,1.52,5.05,0.87,1.68,0.47,2.4,4.09,1.15,0.82
21.2,1.52,5.03,0.86,1.69,0.47,2.36,4.09,1.15,0.82
21.3,1.51,5,0.86,1.7,0.47,2.32,4.09,1.15,0.82
21.4,1.51,4.98,0.85,1.71,0.47,2.27,4.09,1.15,0.81
21.5,1.51,4.95,0.85,1.72,0.47,2.23,4.09,1.15,0.81
21.6,1.51,4.93,0.84,1.74,0.47,2.19,4.09,1.15,0.8
21.7,1.51,4.9,0.84,1.74,0.47,2.15,4.09,1.15,0.8
21.8,1.51,4.87,0.83,1.75,0.47,2.11,4.09,1.15,0.79
21.9,1.51,4.85,0.83,1.76,0.47,2.06,4.09,1.15,0.79
22,1.51,4.82,0.82,1.77,0.47,2.02,4.09,1.15,0.79
22.1,1.51,4.79,0.82,1.78,0.47,1.98,4.09,1.15,0.78
22.2,1.51,4.76,0.82,1.78,0.47,1.95,4.09,1.15,0.78
22.3,1.51,4.74,0.81,1.79,0.47,1.91,4.09,1.15,0.77
22.4,1.51,4.71,0.81,1.79,0.47,1.87,4.09,1.15,0.77
22.5,1.5,4.68,0.8,1.79,0.47,1.84,4.09,1.15,0.76
22.6,1.5,4.66,0.8,1.8,0.47,1.8,4.09,1.15,0.76
22.7,1.5,4.63,0.79,1.8,0.47,1.77,4.09,1.15,0.75
22.8,1.5,4.61,0.79,1.8,0.46,1.74,4.09,1.15,0.75
22.9,1.5,4.58,0.78,1.79,0.46,1.72,4.09,1.15,0.75
23,1.5,4.56,0.78,1.79,0.46,1.69,4.09,1.15,0.74
23.1,1.5,4.53,0.78,1.79,0.46,1.67,4.09,1.15,0.74
23.2,1.5,4.51,0.77,1.78,0.46,1.65,4.09,1.15,0.73
23.3,1.5,4.49,0.77,1.77,0.46,1.63,4.09,1.15,0.73
23.4,1.5,4.47,0.77,1.77,0.46,1.61,4.09,1.15,0.73
23.5,1.5,4.45,0.76,1.76,0.45,1.6,4.1,1.15,0.72
23.6,1.5,4.43,0.76,1.75,0.45,1.58,4.1,1.15,0.72
23.7,1.49,4.42,0.76,1.74,0.45,1.57,4.1,1.15,0.72
23.8,1.49,4.4,0.75,1.72,0.45,1.56,4.1,1.14,0.71
23.9,1.49,4.38,0.75,1.71,0.45,1.55,4.11,1.14,0.71
24,1.49,4.37,0.75,1.7,0.45,1.55,4.11,1.14,0.71
24.1,1.49,4.36,0.75,1.69,0.44,1.54,4.11,1.14,0.71
24.2,1.49,4.35,0.74,1.67,0.44,1.54,4.12,1.14,0.71
24.3,1.49,4.34,0.74,1.66,0.44,1.54,4.12,1.14,0.7
24.4,1.49,4.33,0.74,1.64,0.44,1.54,4.13,1.14,0.7
24.5,1.49,4.32,0.74,1.63,0.44,1.54,4.13,1.14,0.7
24.6,1.49,4.31,0.74,1.61,0.44,1.54,4.14,1.14,0.7
24.7,1.48,4.3,0.74,1.6,0.44,1.54,4.14,1.14,0.7
24.8,1.48,4.3,0.74,1.58,0.43,1.55,4.15,1.14,0.7
24.9,1.48,4.29,0.74,1.57,0.43,1.55,4.15,1.14,0.7
25,1.48,4.29,0.73,1.55,0.43,1.56,4.16,1.14,0.7
25.1,1.48,4.29,0.73,1.54,0.43,1.56,4.16,1.13,0.69
25.2,1.48,4.28,0.73,1.53,0.43,1.57,4.17,1.13,0.69
25.3,1.48,4.28,0.73,1.51,0.43,1.57,4.18,1.13,0.69
25.4,1.48,4.28,0.73,1.5,0.43,1.58,4.18,1.13,0.69
25.5,1.48,4.28,0.73,1.48,0.42,1.59,4.19,1.13,0.69
25.6,1.48,4.28,0.73,1.47,0.42,1.6,4.19,1.13,0.69
25.7,1.47,4.28,0.73,1.46,0.42,1.6,4.2,1.13,0.69
25.8,1.47,4.28,0.73,1.45,0.42,1.61,4.2,1.13,0.69
25.9,1.47,4.28,0.73,1.44,0.42,1.62,4.21,1.13,0.69
26,1.47,4.28,0.73,1.42,0.42,1.63,4.21,1.13,0.7
26.1,1.47,4.28,0.73,1.41,0.42,1.63,4.22,1.13,0.7
